ao_type,title,description,cluster
services,Mission de maîtrise d'oeuvre pour la rénovation et l'élargissement du pont de Vernaison sur le Rhône,"Descriptif du marché : Le présent marché porte sur une mission de maîtrise d'oeuvre pour les études et le suivi des travaux comprenant les éléments suivants : - Mission technique de conception et réalisation ; - Mission de suivi et de réception des travaux ; - Mission de coordination et pilotage de l'ensemble des acteurs en interface avec le projet ; - Mission de préparation et de rédaction des dossiers règlementaires et suivi des procédures ; - Gestion et suivi administratif : organisation des réunions, rédaction des comptes rendus, reporting ; - Rédaction des cahiers des charges et pilotage de la mise à jour des diagnostics et diagnostics complémentaires. Ces missions concernent : - La réalisation de l'ensemble des études nécessaires à la bonne marche de l'opération ; - La prise en compte des contraintes réglementaires et leurs évolutions ainsi que le contexte local pour assurer la gestion et le suivi d'exécution ; - La prise en compte de l'état du patrimoine existant et de ses dégradations et soumettre au maître d'ouvrage d'éventuelles adaptations au programme en cas de nécessité ; - Assurer une bonne coordination avec les autres MOA ou MOE, notamment pour la dépose, le remplacement ou la pose des réseaux ; - Mener les études de circulation et proposer les déviations nécessaires pendant les phases travaux. Les éléments de missions règlementaires ainsi que les missions complémentaires sont prévus comme suit : Pour la partie études : Missions règlementaires : DIA / AVP / PRO / AMT / OPC Missions complémentaires : - Investigations complémentaires ; - Réalisation de l'ensemble des études et dossiers nécessaires aux procédures réglementaires pour les travaux ; - Missions géotechniques ; - Recalcul de l'ouvrage - Évaluation structurale ; - Dossier d'exploitation sous chantier (DESC) ; - Intégration des projets du secteur ; - Dossier d'ouvrage ; - Mission communication. Pour la partie travaux : Missions règlementaires : VISA / DET / AOR / OPC Missions complémentaires : - Missions géotechniques ; - Dossier d'exploitation sous chantier (DESC) ; - Dossier d'ouvrage ; - Mission communication",1
supplies,Fourniture de panneaux de police statiques et de dispositifs de signalisation temporaire et de danger,Fourniture de panneaux de police statiques et de dispositifs de signalisation temporaire et de danger,1
supplies,Fourniture de panneaux de police dynamiques,Fourniture de panneaux de police dynamiques,1
supplies,Fourniture d’accessoires d’ancrage au sol pour la signalisation verticale,Fourniture d’accessoires d’ancrage au sol pour la signalisation verticale,6
services,Lot n°01 - Territoire Nord Bas-Rhin,"Le GIP Maison Départementale des Personnes Handicapées de la Collectivité européenne d'Alsace (abrégé "" MDPH CeA "") a décidé de faire appel aux services d'ergothérapeutes dans le cadre des moyens techniques de compensation pour les bénéficiaires de la Prestation de compensation du Handicap (PCH) sur le territoire ""Nord Bas-Rhin"". Les ergothérapeutes, apportent leur concours à l'évaluation des besoins en aménagements du logement (AL) et du véhicule (AV) et en aides techniques (AT), permettant la compensation du handicap en dehors des déficiences auditives et visuelles.",1
services,Lot n°02 - Territoire Sud Bas-Rhin,"Le GIP Maison Départementale des Personnes Handicapées de la Collectivité européenne d'Alsace (abrégé "" MDPH CeA "") a décidé de faire appel aux services d'ergothérapeutes dans le cadre des moyens techniques de compensation pour les bénéficiaires de la Prestation de compensation du Handicap (PCH) sur le territoire "" Sud Bas-Rhin "". Les ergothérapeutes, apportent leur concours à l'évaluation des besoins en aménagements du logement (AL) et du véhicule (AV) et en aides techniques (AT), permettant la compensation du handicap en dehors des déficiences auditives et visuelles.",1
services,Lot n°03 - Territoire Nord Haut-Rhin,"Le GIP Maison Départementale des Personnes Handicapées de la Collectivité européenne d'Alsace (abrégé "" MDPH CeA "") a décidé de faire appel aux services d'ergothérapeutes dans le cadre des moyens techniques de compensation pour les bénéficiaires de la Prestation de compensation du Handicap (PCH) sur le territoire "" Nord Haut-Rhin"". Les ergothérapeutes, apportent leur concours à l'évaluation des besoins en aménagements du logement (AL) et du véhicule (AV) et en aides techniques (AT), permettant la compensation du handicap en dehors des déficiences auditives et visuelles.",1
services,Lot n°04 - Territoire Sud Haut-Rhin,"Le GIP Maison Départementale des Personnes Handicapées de la Collectivité européenne d'Alsace (abrégé "" MDPH CeA "") a décidé de faire appel aux services d'ergothérapeutes dans le cadre des moyens techniques de compensation pour les bénéficiaires de la Prestation de compensation du Handicap (PCH) sur le territoire "" Sud Haut-Rhin"". Les ergothérapeutes, apportent leur concours à l'évaluation des besoins en aménagements du logement (AL) et du véhicule (AV) et en aides techniques (AT), permettant la compensation du handicap en dehors des déficiences auditives et visuelles.",1
services,Lot n°05 - Déficiences auditives et/ou visuelles - Territoire Bas-Rhin,"Le présent accord-cadre a pour objet d'assurer des services d'ergothérapie dans le cadre des moyens techniques de compensation pour les bénéficiaires de la Prestation de compensation du Handicap (PCH) uniquement pour les bénéficiaires ayant des déficiences auditives et/ou visuelles sur le territoire du ""Bas -Rhin"". Les ergothérapeutes, apportent leur concours à l'évaluation des besoins en aménagements du logement (AL) et du véhicule (AV) et en aides techniques (AT), permettant la compensation des déficiences auditives et visuelles.",1
services,Lot n°06 - Déficiences auditives et/ou visuelles - Territoire Haut-Rhin,"Le présent accord-cadre a pour objet d'assurer des services d'ergothérapie dans le cadre des moyens techniques de compensation pour les bénéficiaires de la Prestation de compensation du Handicap (PCH) uniquement pour les bénéficiaires ayant des déficiences auditives et/ou visuelles sur le territoire du ""Haut-Rhin"". Les ergothérapeutes, apportent leur concours à l'évaluation des besoins en aménagements du logement (AL) et du véhicule (AV) et en aides techniques (AT), permettant la compensation des déficiences auditives et visuelles.",1
works,Modernisation de l'écluse n°4 de Notre-Dame-de-la-Garenne,"La présente consultation, passée selon une procédure formalisée avec négociation (phase Candidature puis phase Offre), a pour objet les travaux de modernisation et de réhabilitation de l'écluse n°4 de 12 par 185 mètres du site de Notre-Dame-de-la-Garenne géré par VNF dans le département de l'Eure (27). Les travaux concernent les trois têtes de l'écluse (amont et intermédiaire équipées de vantaux busquées et aval d'une porte levante).",5
services,Maintenance préventive et curative de la signalisation lumineuse en gestion du Poste de Commandement Itinisère,L'accord-cadre sera exécuté par l'émission de bons de commande. Les délais d'exécution ou de livraison des prestations sont fixés à chaque bon de commande conformément aux stipulations des pièces de l'accord-cadre. Les prestations sont réglées par des prix unitaires et forfaitaires,2
works,POLE TERRITORIAL CENTRE,POLE TERRITORIAL CENTRE&amp;lt;br/&amp;gt;,3
works,"POLES TERRITORIAUX NORD, EST, OUEST, SUD","POLES TERRITORIAUX NORD, EST, OUEST, SUD&amp;lt;br/&amp;gt;",6
services,Maitrise d'oeuvre et assistance pour des travaux de voirie et aménagement d'espaces,Maitrise d'oeuvre et assistance pour des travaux de voirie et aménagement d'espaces,6
services,Maitrise d'oeuvre et assistance pour des travaux de réseau d'eau potable et assainissement,Maitrise d'oeuvre et assistance pour des travaux de réseau d'eau potable et assainissement,6
services,"Maitrise d'oeuvre et assistance pour des travaux en rivières, digues et barrages","Maitrise d'oeuvre et assistance pour des travaux en rivières, digues et barrages",5
works,VOIRIE ET RESEAUX DIVERS (VRD) -ESPACES VERTS,VOIRIE ET RESEAUX DIVERS (VRD) -ESPACES VERTS,6
works,COUVERTURE - ETANCHEITE - ITE - BARDAGE,COUVERTURE - ETANCHEITE - ITE - BARDAGE,6
works,MENUISERIES EXTERIEURES ACIER/ALU - METALLERIE - SERRURERIE,MENUISERIES EXTERIEURES ACIER/ALU - METALLERIE - SERRURERIE,6
works,PLATRERIE - DOUBLAGES - CLOISONS - FAUX-PLAFONDS,PLATRERIE - DOUBLAGES - CLOISONS - FAUX-PLAFONDS,0
services,EVACUATION ET TRAITEMENT DES REJETS AQUEUX DE L’INSTALLATION DE STOCKAGE DES DÉCHETS NON DANGEREUX (ISD-ND) DE SAINT LAURENT DES HOMMES (24),La présente consultation porte sur l’évacuation et le traitement d’une partie des lixiviats de l’ISD-ND de Saint Laurent des Hommes.,1
supplies,Fourniture de matériels de ski et d'équipements de montagne,Fourniture de matériels de ski et d'équipements de montagne,6
supplies,Fourniture d'équipements de protection individuels et matériel de protection,Fourniture d'équipements de protection individuels et matériel de protection,5
supplies,Fourniture d?équipements de protection pour les activités de tronçonnage et de débroussaillage,Fourniture d?équipements de protection pour les activités de tronçonnage et de débroussaillage,6
services,Entretien et maintenance des poteaux d'information voyageurs posés avant 2021 sur le réseau de transport scolaire et interurbain de la Région Hauts-de-France-lot 1 département du Nord,Entretien et maintenance des poteaux d'information voyageurs posés avant 2021 sur le réseau de transport scolaire et interurbain de la Région Hauts-de-France-lot 1 département du Nord &amp;lt;br/&amp;gt;,5
services,Entretien et maintenance des poteaux d'information voyageurs posés avant 2021 sur le réseau de transport scolaire et interurbain de la Région Hauts-de-France-lot 2 : département du Pas de Calais,Entretien et maintenance des poteaux d'information voyageurs posés avant 2021 sur le réseau de transport scolaire et interurbain de la Région Hauts-de-France-lot 2 : département du Pas de Calais &amp;lt;br/&amp;gt;,5
services,Entretien et maintenance des poteaux d'information voyageurs posés avant 2021 sur le réseau de transport scolaire et interurbain de la Région Hauts-de-France-lot 3 : département de la Somme,Entretien et maintenance des poteaux d'information voyageurs posés avant 2021 sur le réseau de transport scolaire et interurbain de la Région Hauts-de-France-lot 3 : département de la Somme &amp;lt;br/&amp;gt;,5
services,Marché d'exploitation avec maintenance et gros entretien des installations de génie climatique des bâtiments communaux et de la résidence Montfort du CCAS,"Les prestations suivantes dont les modalités d'exécution sont détaillées au CCTP : - P2 : Maintenance, conduite, suivi et contrôle des installations techniques (y compris Fourniture des produits de traitement d'eau) - P3 (GER) : Gros entretien, renouvellement et garantie totale des installations - P5 : Travaux accessoires : Travaux accessoires réalisés dans le cadre du marché - P3 (travaux obligatoires) : Plan de renouvellement et Travaux imposés Le présent marché prévoit la réalisation simultanée de quatre objectifs : - La fourniture aux usagers d'une continuité de service et de confort, l'entretien et le maintien en parfait état de fonctionnement et d'entretien du matériel dont il a la charge, - La recherche d'économies d'énergie avec intéressement, - Le conseil au MAITRE D'OUVRAGE pour le suivi des installations et l'élaboration des programmes de travaux destinés à améliorer la performance énergétique, - La sécurité des sites.",5
supplies,EMBALLAGES STANDARD AU PROFIT DES GSBDD_LVV_GVC_CFD,Fourniture d'articles de conditionnement et de manutention au profit des GSBdD du ressort de la PFC Sud Est,1
supplies,CARTONS D'EXPEDITION SPECIFIQUES EDIACA,Emballage spécifiques d'expédition au profit de l'EDIACA de Saint-Etienne (42),6
services,Mission de contrôle technique (CT),Le présent marché est un accord cadre à bons de commande pour des missions se rapportant à l'assistance technique apportée au maître d'ouvrage consistant à réaliser une mission de contrôle technique. Le montant annuel de l'accord-cadre à bons de commande du présent lot n° est sans minimum et d'un maximum annuel fixé à 250 000 Euros HT. Les stipulations techniques sont définies au CCTP.,2
services,Mission de Coordination Sécurité et Protection de la Santé (CSPS),Le présent marché est un accord cadre à bons de commandes pour des missions se rapportant à l'assistance technique apportée au maître d'ouvrage consistant à réaliser une mission de Coordinateur Sécurité et Protection de la Santé. le montant annuel de l'accord-cadre à bons de commande du présent lot n°2 est sans minimum et d'un maximum annuel fixé à 150 000 Euros HT. Les stipulations techniques sont définies au CCTP.,2
